sample_name,tsp_length,tsp_GC_per,tsp_GC_skew,rib_length,rib_GC_per,rib_GC_skew,tsp_GC3s,rib_GC3s,tsp_cost_per_aa,rib_cost_per_aa,tsp_ENc,rib_ENc,ENc_diff,rib_GC3s_skew,tsp_GC3s_skew,fungi_gs,fungi_gc_genome
BDGS5,408.602683401861,54.5014939046382,0.564242227512083,425.879300375831,55.2132408210465,0.199787510841284,0.641204,0.6495575,23.13416,23.07816,55.0275566459807,55.5941055676067,-0.010295731,-0.021466418,-0.01973351,55.6092244603001,48.4446993203187
BMXS1,556.491424863261,48.5916794289422,-0.101479188,490.832049306626,50.5408289676425,-0.266138675,0.5872461,0.6102807,24.18367,23.81419,53.6038355681671,50.1567288710672,0.06430709,-0.031287747,-0.0242064,56.9300928462988,46.7820375965831
BMXS2,479.295278208823,50.2384692972733,-0.279843161,481.562908011869,51.8734183976261,-0.426759644,0.6019501,0.6202395,23.90376,23.57696,52.877013692555,51.0655506084892,0.034258044,-0.029400213,-0.02384496,50.802504341925,48.1719789534203
BMXS3,449.606088847468,49.6274660867764,-0.316311484,444.879422718808,52.5242271880819,-0.700176909,0.5983567,0.6221175,23.99085,23.50928,52.9156132173192,52.4321109040075,0.009137234,-0.031900865,-0.02576527,57.3213113015753,47.5148311845179
BMXS4,466.537803138374,49.6426415325046,-0.465163236,456.62578369906,51.5340987460815,-0.406267633,0.5969408,0.6156217,23.95625,23.62089,52.620312015662,50.8074690994703,0.034451391,-0.027968044,-0.02856024,55.6956570230449,47.8790350249389
BMXS5,468.837028421894,49.632471105619,-0.268373555,460.196974522293,51.7889156050955,-0.27661465,0.5979338,0.6205418,23.98122,23.62568,52.745132,51.4273008285532,0.024984887,-0.028073701,-0.02665425,50.6621089781959,47.9796542732167
BX1,530.392219737564,49.0302508332982,-0.280680562,488.143767240247,49.2889012215946,-0.375966111,0.589789,0.5956181,24.05827,23.98416,51.5347056836772,49.2407107633638,0.044513593,-0.037079186,-0.02819387,62.202093073656,49.18997785
BX2,536.328477566747,47.5738582478479,-0.166607886,478.166103520885,47.8981861808922,-0.24820332,0.5761904,0.5805487,24.26039,24.15853,50.6690996706468,48.5750220804711,0.041328494,-0.038407779,-0.02608745,56.439430599796,48.749803513219
BX3,617.27563314118,49.2139283650213,-0.253035373,497.489451476793,49.5826435890812,0.105775424093688,0.59221,0.5952017,23.99068,23.93534,51.8503019158906,49.6890340664079,0.04168284,-0.030243386,-0.02560811,62.1574855422094,49.2690458246369
BX4,536.67183102069,49.5762445064441,-0.249049923,482.903525326489,49.4299365894165,-0.546852117,0.5960434,0.5992215,23.97412,23.97678,51.4729208306054,49.145195463138,0.045222329,-0.039435237,-0.02688613,55.6610812247863,49.3052368660631
BX5,498.859922965038,45.441551473361,0.138597344179281,460.907275894412,48.3761155031489,-0.011329224,0.556072,0.586644,24.67484,24.17433,48.7332056867691,48.584204357357,0.003057491,-0.039325381,-0.02767143,49.4854473545531,48.5234922435332
CBL1,410.085704903678,55.5660912872154,0.822170534150613,440.226331360947,55.9472041420118,0.705848126232742,0.6506846,0.6545993,22.96473,22.93411,54.6407926161262,55.3549790330538,-0.013070572,-0.0158333,-0.01634945,46.082206379735,50.1727095928692
CBL2,435.946961894954,54.3843629542445,0.49984846255701,447.853834784037,55.5191377894564,0.179689604204303,0.6396416,0.6513209,23.23464,23.05095,54.5926282475896,55.4481156563167,-0.015670383,-0.0192517,-0.02186814,49.0612848765075,49.9191837163764
CBL3,406.099716981132,56.0181943396226,0.30175,430.194040439872,56.2361038193213,-0.139009105,0.6543813,0.6582788,22.91738,22.92522,53.9499504366297,54.8662396498699,-0.01698406,-0.021372936,-0.02138207,55.0162617296397,47.4377739403006
CBL4,448.608766324758,54.1218821814921,0.175775461016759,460.445140032949,55.1386754530478,0.0570609555189456,0.6369132,0.647994,23.22638,23.08915,52.719344069128,53.6959795514512,-0.018525183,-0.023105533,-0.02658566,48.2480023832926,50.096742969642
CBL5,447.1069663,54.2906779043754,0.0751620623276625,450.19598369319,55.0707851426846,0.0284221651819417,0.6393668,0.6482213,23.20814,23.12403,52.5006005521121,53.6907674875359,-0.022669587,-0.022666718,-0.02632072,47.4665887907749,49.9566013502547
CBS1,679.706777221365,49.8300364589169,-0.400792701,518.683174811414,49.6083393462337,-0.429112277,0.5980287,0.5971649,23.904,23.91813,52.8678057277878,49.5623197286355,0.062523609,-0.038458817,-0.03054835,52.2256839067652,49.3949625143989
CBS2,576.781845203176,48.2648468848997,-0.465315812,513.468566392479,51.2289042303173,-0.357864277,0.5820973,0.6121454,24.22683,23.7628,51.6881255626443,51.3059540636042,0.007393797,-0.031299437,-0.03337398,66.0771548026566,46.152481739867
CBS3,574.278525371461,50.1877154471545,-0.446463975,509.612740460423,50.8644118574582,-0.653472091,0.6008175,0.6107856,23.85345,23.76133,52.7504174264314,50.8732701421801,0.035585449,-0.032561646,-0.02831581,68.9771794523903,47.9040418602488
CBS4,580.479655846159,49.7639601686491,-0.355266856,505.075,50.8930353535354,-0.190386364,0.5971674,0.6070234,23.98492,23.76676,52.2099146119818,51.0210404040404,0.022771043,-0.029634133,-0.02952269,55.3681925489145,49.0679144928355
CBS5,576.755205157244,48.8667569039115,-0.364006664,504.699025938492,48.8560118200722,-0.046904892,0.589156,0.5930416,24.06635,24.06716,52.0716204172795,48.6947547087166,0.064850406,-0.032775788,-0.03024225,53.0537984010212,49.2351978659934
DHS1,450.599308407175,54.4956667387076,0.0269472660471148,449.986340206186,55.5158762886598,-0.113904639,0.641114,0.6517818,23.19672,23.0627,53.3792894992971,54.8511113976276,-0.027572902,-0.019899589,-0.02212366,48.9872684422929,51.4160961660111
DHS2,427.552475247525,55.3919876237624,0.163201732673267,438.632071269488,56.3689755011136,-0.078648107,0.6493911,0.6593578,23.0816,22.9801,54.765901943791,55.3082973033207,-0.009903888,-0.019988519,-0.02173465,50.7586314683211,49.6812831166397
DHS3,463.959858929144,50.5569381211927,-0.135200064,464.776132930514,52.3191742195368,-0.099755287,0.6044771,0.6220976,23.79716,23.56023,51.1958823529412,51.6674896704626,-0.009211821,-0.028563497,-0.02915222,52.3168308020574,49.3244429307502
DHS4,445.131363532596,51.3416583504549,-0.189220233,446.637338853863,53.4606031805778,-0.329427872,0.6120968,0.6327164,23.68811,23.39298,51.9509749330896,52.9868181818182,-0.019938861,-0.026406271,-0.0270162,46.7578385827675,50.6977732435818
DHS5,439.882862473348,53.0417657249467,-0.006148721,444.311619426488,54.9690303331676,-0.290706116,0.6278361,0.645788,23.45327,23.19493,53.304722,54.2623176392573,-0.017964556,-0.02424967,-0.02616771,49.5807625306029,50.4366947187637
DLS1,477.633843212237,48.1555612208767,-0.321834148,468.893077601411,49.8756095679012,-0.180845459,0.5797973,0.6009862,24.18865,23.90915,48.75131113,48.5204118816254,0.004736268,-0.030451753,-0.02980492,71.1339600963048,50.8606446982286
DLS2,483.425137614679,49.2985966972477,-0.421242752,465.913272102643,50.3227771156138,-0.340498493,0.5910908,0.6031585,23.97975,23.82591,49.5786269720289,48.4138790260333,0.023492945,-0.035496777,-0.03289468,50.564779872767,49.9677912174046
DLS3,479.049250769259,48.3676791143965,-0.305596562,470.833765370555,49.4883861748089,-0.284945829,0.5841675,0.598229,24.14001,23.96114,49.164557107432,47.8510885486019,0.026715761,-0.037878574,-0.03294279,78.3356660036146,49.687349824868
DLS4,489.617636599001,49.3394656955489,-0.365548459,471.419720186542,50.2252807219429,-0.283125189,0.5928721,0.6025415,23.98648,23.82314,49.8161139283781,48.2778882213727,0.030878075,-0.037204627,-0.03413209,74.3339113201608,49.2720115057386
DLS5,485.058194937354,47.7287947295151,-0.232304857,465.139989706639,49.3624839166238,-0.155833119,0.5763726,0.5937398,24.22224,23.96231,48.8591158853911,48.3688015463918,0.010035268,-0.039805242,-0.03368511,170.065681499546,50.1674596933298
DMS1,452.278077268643,54.4584119496855,0.626412848158131,461.822704081633,55.8911692176871,0.796041666666667,0.6391604,0.6535391,23.17398,22.95413,54.0178062485952,55.1002893617021,-0.020039376,-0.013142842,-0.01846671,41.5851358887107,49.4595676088073
DMS2,452.842770238652,55.2438652316331,0.360655124005615,439.588676671214,56.7352251023192,-0.048915416,0.6470972,0.6617465,23.1194,22.9685,54.834066448292,55.7566575716235,-0.016825145,-0.016690198,-0.01911043,43.5007601642258,49.4324847156806
DMS3,462.20230589083,55.0040623311115,-0.162567105,443.224175035868,56.6313199426112,-0.044666428,0.6447607,0.6606244,23.18262,22.90544,54.0998522256262,54.7662073914603,-0.012317135,-0.021043852,-0.02693748,43.2834957785567,48.898754426991
DMS4,460.412468513854,54.6718975650714,-0.164366079,469.072727272727,56.0192878787879,-0.057919192,0.6399474,0.6567636,23.19188,23.03127,53.1289024390244,54.7511431461811,-0.030534053,-0.023774325,-0.02874977,56.5153375402903,51.1376286110921
DMS5,437.505937586302,54.96139326,0.366267605633803,444.642558278542,55.7949103407053,0.698206814106396,0.6465268,0.6538645,23.12471,23.01578,53.4415668648873,54.8314029314987,-0.026006649,-0.012984493,-0.0201259,48.8769467752843,50.2876788339197
DYS1,424.81454928835,53.9710110701107,0.0905071164997364,424.392790164618,55.2135444884351,-0.115653261,0.6354123,0.6486113,23.28272,23.11451,53.482099430019,54.6287468723937,-0.021439836,-0.017758959,-0.02050603,41.0685446533549,46.1442133487232
DYS2,486.122316745273,49.0892984969366,-0.355689822,470.702357025397,51.2047332358853,-0.239199708,0.5904181,0.6117913,24.03644,23.72652,50.4720705399682,50.432714311826,0.000779763,-0.033081509,-0.03247173,43.1430574271303,47.5865738092247
